key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,1.789000273,"[""2"",""1"",""7""]","[2.0360000133514404,2.8380000591278076,3.1050000190734863,3.9539999961853027]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,Borka,001,2020-05-09_13h05.32.622,Digit Span Task,3.1.5,Win32,60
,,"[""4"",""8"",""6""]","[2.1530001163482666,2.7230000495910645,3.4200000762939453,3.7980000972747803]",1,486,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,Borka,001,2020-05-09_13h05.32.622,Digit Span Task,3.1.5,Win32,60
