key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,36.89600015,"[""2"",""1"",""7""]","[2.0789999961853027,2.808000087738037,3.9750001430511475,4.710000038146973]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,Pauli,001,2020-09-11_15h53.22.783,Digit Span Task,3.1.5,MacIntel,60
,,"[""4"",""8"",""6""]","[1.4350001811981201,2.056000232696533,2.7210001945495605,3.5200002193450928]",1,486,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,Pauli,001,2020-09-11_15h53.22.783,Digit Span Task,3.1.5,MacIntel,60
