key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,1.093999863,"[""2"",""1"",""7""]","[0.7999999523162842,0.9350001811981201,1.0920000076293945,1.317000150680542]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,SLtest,001,2020-09-29_08h52.06.021,Digit Span Task,3.1.5,MacIntel,60
,,"[""4"",""8"",""6""]","[1.1059999465942383,1.377000093460083,1.633000135421753,1.8359999656677246]",1,486,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,SLtest,001,2020-09-29_08h52.06.021,Digit Span Task,3.1.5,MacIntel,60
