key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,16.11000013,"[""2"",""1"",""7""]","[1.4140000343322754,1.940000057220459,2.5929999351501465,3.9539999961853027]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,fy,001,2020-02-24_13h44.58.744,Digit Span Task,3.1.5,MacIntel,60
,,"[""4"",""8"",""6""]","[1.377000093460083,1.7250001430511475,2.0959999561309814,3.1000001430511475]",1,486,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,fy,001,2020-02-24_13h44.58.744,Digit Span Task,3.1.5,MacIntel,60
