key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,17.7590003,"[""2"",""1"",""7""]","[1.2760000228881836,2.6019999980926514,2.7250001430511475,3.6470000743865967]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,pz,001,2020-10-14_15h20.43.615,Digit Span Task,3.1.5,Win32,60
,,"[""4"",""8"",""6""]","[0.5880000591278076,0.7400000095367432,1.4130001068115234,2.38700008392334,2.4600000381469727,2.9730000495910645]",1,486,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,pz,001,2020-10-14_15h20.43.615,Digit Span Task,3.1.5,Win32,60
