key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,9.092000008,"[""2"",""1"",""7""]","[1.6340000629425049,1.8350000381469727,1.9539999961853027,2.5369999408721924]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,abc,001,2020-09-02_14h35.49.413,Digit Span Task,3.1.5,Win32,60
,,"[""4"",""8"",""6""]","[1.315000295639038,1.7800002098083496,2.0500001907348633,2.183000326156616]",1,486,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,abc,001,2020-09-02_14h35.49.413,Digit Span Task,3.1.5,Win32,60
