key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,27.09899998,"[""2"",""1"",""7""]","[1.4549999237060547,1.74399995803833,2.7689998149871826,3.4529998302459717]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,RJ,001,2020-05-08_23h31.53.253,Digit Span Task,3.1.5,MacIntel,60
,,"[""4"",""8"",""6""]","[1.2239999771118164,2.4140000343322754,2.9070000648498535,3.638000011444092,3.996999979019165,4.690999984741211]",1,486,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,RJ,001,2020-05-08_23h31.53.253,Digit Span Task,3.1.5,MacIntel,60
