key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,30.23799992,"[""2"",""1"",""7""]","[2.8380000591278076,3.749000072479248,4.6540000438690186,6.084000110626221]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,l,001,2020-07-22_08h55.03.649,Digit Span Task,3.1.5,MacIntel,60
,,"[""4"",""8"",""6""]","[2.305000066757202,3.1740000247955322,3.940999984741211,4.990999937057495]",1,486,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,l,001,2020-07-22_08h55.03.649,Digit Span Task,3.1.5,MacIntel,60
