key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,48.11899996,"[""2"",""1"",""7""]","[3.496000051498413,3.7910001277923584,4.444000005722046,6.24399995803833]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,lslaks,001,2020-08-16_19h01.11.811,Digit Span Task,3.1.5,Win32,60
,,"[""4"",""8"",""6""]","[1.3250000476837158,2.0230000019073486,2.556999921798706,6.38700008392334]",1,486,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,lslaks,001,2020-08-16_19h01.11.811,Digit Span Task,3.1.5,Win32,60
