key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,26.36100006,"[""2"",""1"",""7""]","[1.878000020980835,2.2839999198913574,2.927000045776367,4.450000047683716]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,MCZ,001,2020-09-01_17h31.20.904,Digit Span Task,3.1.5,Win32,60
,,"[""4"",""8"",""6""]","[1.7039999961853027,2.1369998455047607,2.623999834060669,4.190999984741211]",1,486,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,MCZ,001,2020-09-01_17h31.20.904,Digit Span Task,3.1.5,Win32,60
