key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,49.69299984,"[""2"",""1"",""7""]","[2.361999988555908,3.617999792098999,4.429999828338623,6.632999897003174]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,xx,001,2020-05-11_13h31.41.316,Digit Span Task,3.1.5,MacIntel,60
,,"[""4"",""8"",""6""]","[3.382999897003174,3.4549999237060547,3.751999855041504,4.95199990272522]",1,486,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,xx,001,2020-05-11_13h31.41.316,Digit Span Task,3.1.5,MacIntel,60
