key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,16.92400002,"[""2"",""1"",""7""]","[1.9149999618530273,2.2089998722076416,2.5829999446868896,5.501999855041504]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,cbs,001,2020-03-19_19h21.11.118,Digit Span Task,3.1.5,Win32,60
,,"[""4"",""8"",""6""]","[1.7690000534057617,2.5759999752044678,2.674999952316284,3.510999917984009]",1,486,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,cbs,001,2020-03-19_19h21.11.118,Digit Span Task,3.1.5,Win32,60
