key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,30.97800016,"[""2"",""1"",""7""]","[1.9710001945495605,2.4840002059936523,3.371000289916992,4.339000225067139]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,gino,001,2020-05-05_15h21.32.925,Digit Span Task,3.1.5,MacIntel,60
,,"[""4"",""8"",""6""]","[2.2350003719329834,3.2190003395080566,3.506000280380249,3.9200003147125244]",1,486,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,gino,001,2020-05-05_15h21.32.925,Digit Span Task,3.1.5,MacIntel,60
