key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,6.588999987,"[""2"",""1"",""7""]","[1.6159999370574951,1.8369998931884766,2.0820000171661377,7.799000024795532]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,xiaoxue,001,2020-05-29_17h41.17.776,Digit Span Task,3.1.5,MacIntel,60
,,"[""4"",""8"",""6""]","[1.6180000305175781,1.823000192642212,2.0240001678466797,2.3589999675750732]",1,486,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,xiaoxue,001,2020-05-29_17h41.17.776,Digit Span Task,3.1.5,MacIntel,60
