key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,14.1559999,"[""2"",""1"",""7""]","[2.110999822616577,2.3319997787475586,3.190999746322632,4.483999729156494]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,a,001,2020-04-24_16h14.54.431,Digit Span Task,3.1.5,MacIntel,60
,,"[""4"",""8"",""6""]","[1.636000156402588,2.3440001010894775,2.6440000534057617,3.330000162124634]",1,486,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,a,001,2020-04-24_16h14.54.431,Digit Span Task,3.1.5,MacIntel,60
