key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,1.696000099,"[""2"",""1"",""7""]","[1.309999942779541,1.5910000801086426,2.1110000610351562,2.927000045776367]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,Me,001,2020-09-30_14h29.35.062,Digit Span Task,3.1.5,Win32,60
,,"[""4"",""8"",""6""]","[1.0840001106262207,1.5529999732971191,2.0410001277923584,2.4560000896453857]",1,486,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,Me,001,2020-09-30_14h29.35.062,Digit Span Task,3.1.5,Win32,60
