key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,22.37300014,"[""2"",""1"",""7""]","[1.504000186920166,1.6990001201629639,2.068000078201294,12.574000120162964,13.682000160217285,18.25600004196167]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,gabgamab,001,2020-11-02_08h25.52.919,Digit Span Task,3.1.5,MacIntel,60
,,"[""4"",""8"",""6""]","[1.555999994277954,2.2319998741149902,2.6689999103546143,2.9179999828338623]",1,486,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,gabgamab,001,2020-11-02_08h25.52.919,Digit Span Task,3.1.5,MacIntel,60
