key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,16.76900005,"[""2"",""1"",""7""]","[1.878000020980835,2.1640000343322754,2.9170000553131104,4.084000110626221]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,j,001,2020-04-27_17h52.41.527,Digit Span Task,3.1.5,Win32,60
,,"[""4"",""8"",""6""]","[1.7599999904632568,2.305999994277954,2.7730000019073486,3.703000068664551]",1,486,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,j,001,2020-04-27_17h52.41.527,Digit Span Task,3.1.5,Win32,60
