key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,3.859999895,"[""2"",""1"",""7""]","[2.2699999809265137,2.7980000972747803,3.2139999866485596,3.927999973297119]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,myself,001,2020-04-06_18h25.02.134,Digit Span Task,3.1.5,Win32,60
,,"[""4"",""8"",""6""]","[1.7229998111724854,2.8249998092651367,3.5309998989105225,4.204999923706055]",1,486,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,myself,001,2020-04-06_18h25.02.134,Digit Span Task,3.1.5,Win32,60
