key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,13.04299998,"[""2"",""1"",""7""]","[0.751000165939331,1.0340001583099365,1.5530002117156982,3.2190001010894775]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,m,001,2020-07-14_16h29.00.492,Digit Span Task,3.1.5,MacIntel,60
,,"[""4"",""8"",""6""]","[0.818000078201294,1.2720000743865967,1.8840000629425049,2.0850000381469727]",1,486,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,m,001,2020-07-14_16h29.00.492,Digit Span Task,3.1.5,MacIntel,60
