key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,correct,response,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,condition_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,digitSpan,digits,participant,session,date,expName,psychopyVersion,OS,frameRate
space,14.5940001,"[""2"",""1"",""7""]","[1.5450000762939453,1.8600001335144043,2.766000270843506,4.623000144958496]",1,217,1,0,10,0,1,9,three.xlsx,1,0,3,0,1,2,3,217,aaa,001,2020-04-30_09h43.04.413,Digit Span Task,3.1.5,Win32,60
,,"[""4"",""8"",""6""]","[6.064000129699707,7.377000093460083,7.711000204086304,8.475000143051147]",1,486,1,0,10,0,1,9,three.xlsx,1,0,3,1,1,2,3,486,aaa,001,2020-04-30_09h43.04.413,Digit Span Task,3.1.5,Win32,60
